image_name,augmented,real_angle,radians
00001.jpg,False,118.5366,2.0688539541195103
00002.jpg,False,117.3068717277487,2.047391146863864
00003.jpg,False,116.07714345549739,2.0259283396082175
00004.jpg,False,114.84741518324608,2.004465532352571
00005.jpg,False,113.61768691099478,1.9830027250969244
00006.jpg,False,112.38795863874346,1.9615399178412776
00007.jpg,False,111.15823036649215,1.9400771105856311
00008.jpg,False,109.92850209424084,1.9186143033299845
00009.jpg,False,108.69877382198953,1.897151496074338
00010.jpg,False,107.46904554973823,1.8756886888186914
00011.jpg,False,106.23931727748692,1.854225881563045
00012.jpg,False,105.00958900523561,1.8327630743073984
00013.jpg,False,103.7798607329843,1.811300267051752
00014.jpg,False,102.550132460733,1.7898374597961053
00015.jpg,False,101.32040418848169,1.768374652540459
00016.jpg,False,100.09067591623037,1.746911845284812
00017.jpg,False,98.86094764397906,1.7254490380291654
00018.jpg,False,97.63121937172775,1.703986230773519
00019.jpg,False,96.40149109947644,1.6825234235178723
00020.jpg,False,95.17176282722514,1.661060616262226
00021.jpg,False,93.94203455497383,1.6395978090065793
00022.jpg,False,92.71230628272252,1.6181350017509328
00023.jpg,False,91.4825780104712,1.596672194495286
00024.jpg,False,90.25284973821991,1.5752093872396398
00025.jpg,False,89.02312146596859,1.553746579983993
00026.jpg,False,87.79339319371728,1.5322837727283465
00027.jpg,False,86.56366492146597,1.5108209654726998
00028.jpg,False,85.33393664921466,1.4893581582170534
00029.jpg,False,84.10420837696336,1.4678953509614068
00030.jpg,False,82.87448010471205,1.4464325437057604
00031.jpg,False,81.64475183246074,1.4249697364501137
00032.jpg,False,80.41502356020942,1.4035069291944668
00033.jpg,False,79.18529528795813,1.3820441219388206
00034.jpg,False,77.9555670157068,1.3605813146831738
00035.jpg,False,76.72583874345551,1.3391185074275276
00036.jpg,False,75.49611047120419,1.3176557001718807
00037.jpg,False,74.26638219895288,1.2961928929162343
00038.jpg,False,73.03665392670158,1.2747300856605877
00039.jpg,False,71.80692565445027,1.2532672784049412
00040.jpg,False,70.57719738219896,1.2318044711492946
00041.jpg,False,69.34746910994764,1.210341663893648
00042.jpg,False,68.11774083769635,1.1888788566380015
00043.jpg,False,66.88801256544502,1.1674160493823549
00044.jpg,False,65.65828429319373,1.1459532421267085
00045.jpg,False,64.42855602094241,1.1244904348710618
00046.jpg,False,63.1988277486911,1.1030276276154152
00047.jpg,False,61.969099476439794,1.0815648203597688
00048.jpg,False,60.73937120418849,1.060102013104122
00049.jpg,False,59.50964293193718,1.0386392058484755
00050.jpg,False,58.279914659685865,1.0171763985928288
00051.jpg,False,57.05018638743456,0.9957135913371824
00052.jpg,False,55.82045811518325,0.9742507840815359
