real_angle,predicted_angle
0.3418647555511474,0.3653815686702728
-0.3860864239953101,-0.3854280114173889
1.6390068831094822,1.664535403251648
1.0204367043068068,0.9978855848312378
1.5949554287137246,1.4870473146438599
-1.879720449089028,-1.9015538692474365
-0.3930061846207186,-0.36934590339660645
-2.029421650818784,-1.9933067560195923
0.5557980531191935,0.5417433977127075
1.340778251971553,1.3511521816253662
-0.293382362830146,-0.2662582993507385
-1.376318457784924,-1.3812854290008545
-1.6809484644283248,-1.6394953727722168
-0.5577690744052889,-0.5872039198875427
-0.498491249503773,-0.4677199125289917
-1.4439273389939231,-1.4550089836120605
-1.0211655461129348,-1.004077434539795
-1.296227523425633,-1.2996324300765991
1.5718762734061342,1.5806530714035034
1.1297551150514784,1.1306272745132446
1.8816492723362817,1.9585102796554565
-1.3005210833331589,-1.3095296621322632
1.6664125154636842,1.6167293787002563
0.368749573415924,0.3724338114261627
-0.7769450313263035,-0.8300042748451233
1.72432175498964,1.7433133125305176
-0.4454287897619179,-0.4710461497306824
1.438251722707913,1.4729187488555908
-2.007816814174548,-1.9569967985153198
1.7802631011592531,1.8121691942214966
1.3695830829689022,1.3630751371383667
0.460422987672722,0.43739908933639526
-1.3406621763662756,-1.3224245309829712
1.1402070094374106,1.1393111944198608
0.4440242401157914,0.4241761863231659
-0.4437957744389387,-0.4543663263320923
-0.0536975552783055,-0.02325528860092163
1.6223322206069548,1.6485384702682495
-0.7137608311173154,-0.6756158471107483
0.5156980420055848,0.42390191555023193
1.1181843436649186,1.1708464622497559
-1.2112266731445631,-1.2267249822616577
-0.2888258027309924,-0.26486825942993164
0.4371944044696718,0.43569236993789673
-1.305783813115056,-1.3574937582015991
-1.2619047131725818,-1.2291284799575806
0.951084966635083,0.9266161322593689
-1.5916619402490686,-1.5186365842819214
1.1570923393388528,1.1664128303527832
-1.5070423583815753,-1.57136869430542
0.3077277129368083,0.3467608392238617
-1.7009968725474258,-1.6801979541778564
0.0962602966385561,0.11614350974559784
-0.6276787987012155,-0.6218218803405762
-1.3618246068596918,-1.3402124643325806
-0.7611188260907791,-0.7339244484901428
-0.6500339476342859,-0.6653313040733337
-1.1584348027776183,-1.1952615976333618
1.068583512992369,1.1086291074752808
1.3115330187910834,1.287050724029541
1.4032418295944231,1.4017497301101685
-1.7269758201040883,-1.7456523180007935
-1.947864342697011,-1.9827417135238647
-0.5743603530961948,-0.6024477481842041
