epoch,train_loss,val_loss
0.0,1.46480230987072,1.4101718664169312
1.0,1.4272386481364567,1.4145162105560303
2.0,1.3841281930605571,1.4143650531768799
3.0,1.3753794332345326,1.4136059284210205
4.0,1.3722832004229228,1.4127737283706665
5.0,1.3704137206077576,1.4119420051574707
6.0,1.3687623391548793,1.4112012386322021
7.0,1.367555598417918,1.4104747772216797
8.0,1.36656454205513,1.409821629524231
9.0,1.3655425707499187,1.4092158079147339
10.0,1.3649852226177852,1.408637285232544
11.0,1.363991344968478,1.4079545736312866
12.0,1.3634933829307556,1.4072438478469849
13.0,1.3628784169753392,1.4064196348190308
14.0,1.362361341714859,1.405327320098877
15.0,1.3612956951061885,1.4038424491882324
16.0,1.3603522032499313,1.4017490148544312
17.0,1.35824449857076,1.3992555141448975
18.0,1.3549419144789379,1.3941411972045898
19.0,1.3495252629121144,1.3864078521728516
20.0,1.3444096148014069,1.3722954988479614
21.0,1.3263525019089382,1.349449872970581
22.0,1.3029184589783351,1.3029719591140747
23.0,1.248525897661845,1.2129909992218018
24.0,1.1663864056269329,1.0209150314331055
25.0,0.8884693880875906,0.6829025745391846
26.0,0.6369094563027223,0.19488580524921417
27.0,0.3359519789616267,0.6158373355865479
28.0,0.5821861227353414,0.49839505553245544
29.0,0.4300395225485166,0.4699428677558899
30.0,0.4020686224102974,0.25091487169265747
31.0,0.19714465364813805,0.21344944834709167
32.0,0.29234613478183746,0.1583874523639679
33.0,0.17312893768151602,0.09957289695739746
34.0,0.19436181088288626,0.13795526325702667
35.0,0.07002134621143341,0.08160212635993958
36.0,0.09062978749473889,0.05784953758120537
37.0,0.041594612722595535,0.06219314783811569
38.0,0.06470356757442157,0.041315771639347076
39.0,0.028011287252108257,0.05192021653056145
40.0,0.036454943319161735,0.027811763808131218
41.0,0.019780332610631984,0.020743319764733315
42.0,0.021298341142634552,0.018190674483776093
43.0,0.013948763643080989,0.014064818620681763
44.0,0.013710922872026762,0.015337984077632427
45.0,0.012787377461791039,0.008884446695446968
46.0,0.010390215863784155,0.007665439508855343
47.0,0.009306695389871797,0.008021908812224865
48.0,0.008174489019438624,0.007126653101295233
49.0,0.0073306440220524864,0.005709621123969555
50.0,0.006618760681400697,0.005126601085066795
51.0,0.006040719182540973,0.004635821096599102
52.0,0.005649142976229389,0.004631014075130224
53.0,0.005241410108283162,0.003745758906006813
54.0,0.004851159950097402,0.0032868837006390095
55.0,0.004661243874579668,0.0033554150722920895
56.0,0.004405274676779906,0.003153005614876747
57.0,0.004200524417683482,0.002724816557019949
58.0,0.0040329320666690665,0.0026382545474916697
59.0,0.003913723398000002,0.00266650365665555
60.0,0.0037641313392668962,0.0024539341684430838
61.0,0.003679431819667419,0.0023901439271867275
62.0,0.0035697090594718852,0.0024776244536042213
63.0,0.003496912851308783,0.002200343180447817
64.0,0.0033978089534988007,0.0022345075849443674
65.0,0.0033272317765901485,0.0021267610136419535
66.0,0.0032312906502435603,0.002023284323513508
67.0,0.0031607282192756734,0.002097331453114748
68.0,0.0031093580182641745,0.0019162020180374384
69.0,0.003041189668389658,0.0020042171236127615
70.0,0.0029804001872738204,0.0018855994567275047
71.0,0.0029071200794229903,0.0018248410196974874
72.0,0.002854841800096134,0.002003676723688841
73.0,0.0029148199052239456,0.001823263126425445
74.0,0.003057123899149398,0.0030699053313583136
75.0,0.003727467187369863,0.002790865022689104
76.0,0.004378790967166424,0.003846712876111269
77.0,0.004947579853857557,0.002536532236263156
78.0,0.004920507160325845,0.002258098917081952
79.0,0.004280468448996544,0.0018234692979604006
80.0,0.0035700409207493067,0.0019734494853764772
81.0,0.002701661471898357,0.0019462008494883776
82.0,0.002559336290384332,0.0018084817565977573
83.0,0.0027707338643570742,0.0018545362399891019
84.0,0.002754842241605123,0.0014587031910195947
85.0,0.0025083287619054317,0.0016799719305709004
86.0,0.0023045077299078307,0.0014471823815256357
87.0,0.0022618986355761686,0.0013758308487012982
88.0,0.0022808241192251444,0.0016743571031838655
89.0,0.002306544998039802,0.0013613651972264051
90.0,0.0022311945213004947,0.0015700627118349075
91.0,0.002173450697834293,0.0013298089616000652
92.0,0.0020813457667827606,0.0013869103277102113
93.0,0.0020385719059656062,0.001307580154389143
94.0,0.0019962022391458354,0.0013184832641854882
95.0,0.001960661029443145,0.0012358964886516333
96.0,0.001928763696923852,0.0013137378264218569
97.0,0.0019111221190541983,0.001181653467938304
98.0,0.001891005823078255,0.0014470145106315613
99.0,0.0019542056834325194,0.001299142139032483
100.0,0.0021006533643230796,0.002524657640606165
101.0,0.0028196718000496426,0.003095608204603195
102.0,0.0041325817971179886,0.006469144951552153
103.0,0.0064214360900223255,0.004618724342435598
104.0,0.006269758567214012,0.004198944661766291
105.0,0.005674441733087103,0.0016721030697226524
106.0,0.0037918512243777514,0.0015356382355093956
107.0,0.002617599985872706,0.0021046926267445087
108.0,0.002566841857818266,0.0017352376598864794
109.0,0.002014156236934165,0.001302026561461389
110.0,0.0021415361358473697,0.0013183685950934887
111.0,0.0022854089038446546,0.0012405954767018557
112.0,0.0019476780047019322,0.0011690611718222499
113.0,0.0018233223430191476,0.0014260269235819578
114.0,0.0017609641266365845,0.0011259671300649643
115.0,0.0016317007830366492,0.0011269452515989542
116.0,0.0016133606938334804,0.0012606257805600762
117.0,0.0016078446060419083,0.0011448668083176017
118.0,0.0015965053268397849,0.001265988452360034
119.0,0.001604305929504335,0.001092345453798771
120.0,0.0015488453209400177,0.0010991853196173906
121.0,0.0015348565066233277,0.0010505320969969034
122.0,0.0015367226054271061,0.001076163025572896
123.0,0.001552644302137196,0.0010291885118931532
124.0,0.0016078061889857054,0.0012183132348582149
125.0,0.001743425343496104,0.0011800889624282718
126.0,0.001948193220111231,0.0016981838271021843
127.0,0.002441764653970798,0.0017802715301513672
128.0,0.003118692276378473,0.003033105283975601
129.0,0.004459726934631665,0.0027586272917687893
130.0,0.005242446127037208,0.004154562018811703
131.0,0.005608205683529377,0.0024971177335828543
132.0,0.004259418773775299,0.0026071167085319757
133.0,0.0028242364448184767,0.0011042685946449637
134.0,0.0015853466272043686,0.0010378205915912986
135.0,0.0013905152057607968,0.00136557687073946
136.0,0.0018208435891817014,0.001208145753480494
137.0,0.001879994369422396,0.0012436886318027973
138.0,0.001744482317008078,0.0009528087684884667
139.0,0.0014571202530836065,0.0009682960226200521
140.0,0.0012599541417633493,0.0009207866969518363
141.0,0.001207429818653812,0.0009125499054789543
142.0,0.0011991804155210655,0.0009215194149874151
143.0,0.0012266538299930592,0.0008696625591255724
144.0,0.001224651699885726,0.0009067723876796663
145.0,0.0012230043260691066,0.0008330403361469507
146.0,0.0012098136746014159,0.0008979346021078527
147.0,0.001209825083302955,0.0008355592144653201
148.0,0.0012130568308445315,0.0009524531196802855
149.0,0.001267964350214849,0.0008972169598564506
