epoch,train_loss,val_loss
0.0,1.9359800666570663,1.628386378288269
1.0,1.9421140104532242,1.6081374883651733
2.0,1.8628832499186199,1.6057965755462646
3.0,1.8475544999043148,1.6054272651672363
4.0,1.844249188899994,1.6060121059417725
5.0,1.8496072987715404,1.6056132316589355
6.0,1.8430036654074986,1.6060078144073486
7.0,1.842120846112569,1.6064059734344482
8.0,1.841925988594691,1.6066986322402954
9.0,1.8415202101071675,1.6070066690444946
10.0,1.8414141883452733,1.6073769330978394
11.0,1.8415086815754573,1.6077063083648682
12.0,1.8415404011805852,1.6080065965652466
13.0,1.8415478964646657,1.608217716217041
14.0,1.8415013800064723,1.6084001064300537
15.0,1.8414069960514705,1.6085538864135742
16.0,1.8412920633951824,1.608672857284546
17.0,1.8411913911501567,1.6087521314620972
18.0,1.8410415351390839,1.6088000535964966
19.0,1.8408953249454498,1.6087806224822998
20.0,1.8407652129729588,1.608681559562683
21.0,1.8405410448710124,1.6084933280944824
22.0,1.8402193586031597,1.6082096099853516
23.0,1.8398314466079075,1.6077944040298462
24.0,1.8392590433359146,1.6071817874908447
25.0,1.8384824991226196,1.6062541007995605
26.0,1.8373202085494995,1.604811668395996
27.0,1.835438296198845,1.6024616956710815
28.0,1.8326088339090347,1.5986636877059937
29.0,1.827367439866066,1.5920031070709229
30.0,1.8197638342777889,1.579633355140686
31.0,1.79878764351209,1.5565450191497803
32.0,1.7707755068937938,1.4994003772735596
33.0,1.6812348167101543,1.3727339506149292
34.0,1.5161170065402985,1.1156463623046875
35.0,1.0710270206133525,0.7577657103538513
36.0,0.726862066735824,0.1966588795185089
37.0,0.3511437227328618,0.3117174208164215
38.0,0.27159543832143146,0.15181472897529602
39.0,0.16395126034816107,0.16074946522712708
40.0,0.14661234865585962,0.11506476253271103
41.0,0.11184193566441536,0.04258984699845314
42.0,0.08787606221934159,0.04322097823023796
43.0,0.05280191885928313,0.04108332470059395
44.0,0.029689680164059002,0.021252170205116272
45.0,0.0339401134600242,0.026460018008947372
46.0,0.01716443554808696,0.016994165256619453
47.0,0.024286966770887375,0.013397389091551304
48.0,0.011503225735699138,0.01292683556675911
49.0,0.013382041826844215,0.008984426967799664
50.0,0.011324987281113863,0.010802381671965122
51.0,0.008226865126440922,0.009998513385653496
52.0,0.009137749439105392,0.007734200917184353
53.0,0.007179514039307833,0.006986720021814108
54.0,0.007193948607891798,0.008028723299503326
55.0,0.006268381141126156,0.0070657250471413136
56.0,0.006068132662524779,0.006121156737208366
57.0,0.005752785208945473,0.005952347535640001
58.0,0.005229526121790211,0.006467832718044519
59.0,0.005156636858979861,0.005510547664016485
60.0,0.004851105002065499,0.005070273764431477
61.0,0.004682011126230161,0.005348994396626949
62.0,0.00448401893178622,0.005214210599660873
63.0,0.004318107229967912,0.004675481468439102
64.0,0.004197611473500729,0.00460850540548563
65.0,0.004003470453123252,0.004672967363148928
66.0,0.003902857735132178,0.004324881825596094
67.0,0.003780278144404292,0.004173420835286379
68.0,0.0036662134807556868,0.00420772098004818
69.0,0.0035674965862805643,0.004077103920280933
70.0,0.0034667160362005234,0.003913502208888531
71.0,0.0033784618911643824,0.0038598431274294853
72.0,0.0032878694279740253,0.0037747244350612164
73.0,0.003208273400863012,0.0036527649499475956
74.0,0.0031334460557748875,0.0035844838712364435
75.0,0.0030575518030673265,0.0035287479404360056
76.0,0.002987838893507918,0.003450697287917137
77.0,0.0029215548808375993,0.003370121819898486
78.0,0.0028552391255895295,0.003303680568933487
79.0,0.0027923750458285213,0.003251515096053481
80.0,0.0027334161180381975,0.003179282648488879
81.0,0.0026773421559482813,0.0031163592357188463
82.0,0.0026236457051709294,0.0030731663573533297
83.0,0.002572711130293707,0.003004662459716201
84.0,0.002523422474041581,0.0029445881955325603
85.0,0.002475762739777565,0.002903856337070465
86.0,0.00243037729524076,0.002849285025149584
87.0,0.0023866741685196757,0.002799114678055048
88.0,0.002344238688237965,0.002767307683825493
89.0,0.0023036467221875987,0.0027129303198307753
90.0,0.0022642492161442838,0.0026802890934050083
91.0,0.002225872672473391,0.002643669256940484
92.0,0.0021889179091279707,0.0026019266806542873
93.0,0.0021525634607921043,0.0025592681486159563
94.0,0.0021170341642573476,0.0025303754955530167
95.0,0.002083117957226932,0.002487239893525839
96.0,0.0020504071532438197,0.0024500901345163584
97.0,0.002018803614191711,0.0024264936801046133
98.0,0.0019886581770454845,0.002386982087045908
99.0,0.0019593051013847194,0.002359954407438636
