image_name,augmented,real_angle,radians
00001.jpg,False,136.0976,2.3753512240622348
00002.jpg,False,134.69548010471203,2.3508796153817415
00003.jpg,False,133.2933602094241,2.3264080067012487
00004.jpg,False,131.89124031413613,2.301936398020756
00005.jpg,False,130.48912041884816,2.2774647893402626
00006.jpg,False,129.08700052356022,2.25299318065977
00007.jpg,False,127.68488062827225,2.2285215719792766
00008.jpg,False,126.2827607329843,2.2040499632987838
00009.jpg,False,124.88064083769633,2.1795783546182905
00010.jpg,False,123.47852094240838,2.1551067459377977
00011.jpg,False,122.07640104712041,2.1306351372573045
00012.jpg,False,120.67428115183246,2.1061635285768117
00013.jpg,False,119.2721612565445,2.081691919896319
00014.jpg,False,117.87004136125654,2.0572203112158256
00015.jpg,False,116.46792146596859,2.032748702535333
00016.jpg,False,115.06580157068063,2.00827709385484
00017.jpg,False,113.66368167539267,1.9838054851743467
00018.jpg,False,112.26156178010471,1.9593338764938537
00019.jpg,False,110.85944188481676,1.934862267813361
00020.jpg,False,109.4573219895288,1.9103906591328677
00021.jpg,False,108.05520209424084,1.8859190504523748
00022.jpg,False,106.65308219895289,1.8614474417718818
00023.jpg,False,105.25096230366492,1.8369758330913888
00024.jpg,False,103.84884240837697,1.8125042244108958
00025.jpg,False,102.44672251308901,1.788032615730403
00026.jpg,False,101.04460261780105,1.7635610070499097
00027.jpg,False,99.6424827225131,1.739089398369417
00028.jpg,False,98.24036282722514,1.7146177896889239
00029.jpg,False,96.83824293193717,1.6901461810084308
00030.jpg,False,95.43612303664922,1.6656745723279378
00031.jpg,False,94.03400314136127,1.641202963647445
00032.jpg,False,92.6318832460733,1.6167313549669518
00033.jpg,False,91.22976335078535,1.592259746286459
00034.jpg,False,89.8276434554974,1.567788137605966
00035.jpg,False,88.42552356020943,1.5433165289254729
00036.jpg,False,87.02340366492147,1.5188449202449799
00037.jpg,False,85.62128376963352,1.494373311564487
00038.jpg,False,84.21916387434555,1.4699017028839938
00039.jpg,False,82.8170439790576,1.445430094203501
00040.jpg,False,81.41492408376965,1.420958485523008
00041.jpg,False,80.01280418848168,1.396486876842515
00042.jpg,False,78.61068429319373,1.372015268162022
00043.jpg,False,77.20856439790577,1.347543659481529
00044.jpg,False,75.80644450261781,1.3230720508010358
00045.jpg,False,74.40432460732985,1.298600442120543
00046.jpg,False,73.0022047120419,1.27412883344005
00047.jpg,False,71.60008481675393,1.249657224759557
00048.jpg,False,70.19796492146598,1.225185616079064
00049.jpg,False,68.79584502617803,1.2007140073985711
00050.jpg,False,67.39372513089006,1.176242398718078
00051.jpg,False,65.99160523560211,1.151770790037585
00052.jpg,False,64.58948534031414,1.1272991813570918
00053.jpg,False,63.18736544502619,1.102827572676599
00054.jpg,False,61.785245549738235,1.0783559639961062
00055.jpg,False,60.38312565445027,1.053884355315613
00056.jpg,False,58.981005759162315,1.0294127466351202
00057.jpg,False,57.57888586387436,1.0049411379546271
00058.jpg,False,56.176765968586395,0.980469529274134
00059.jpg,False,54.77464607329844,0.9559979205936411
00060.jpg,False,53.37252617801049,0.9315263119131482
00061.jpg,False,51.97040628272252,0.907054703232655
00062.jpg,False,50.56828638743457,0.8825830945521621
00063.jpg,False,49.166166492146615,0.8581114858716692
00064.jpg,False,47.76404659685865,0.833639877191176
00065.jpg,False,46.361926701570695,0.8091682685106831
00066.jpg,False,44.95980680628274,0.7846966598301902
00067.jpg,False,43.557686910994775,0.7602250511496971
00068.jpg,False,42.15556701570682,0.7357534424692042
00069.jpg,False,40.75344712041887,0.7112818337887112
00070.jpg,False,39.3513272251309,0.6868102251082181
00071.jpg,False,37.94920732984295,0.6623386164277252
00072.jpg,False,36.547087434554996,0.6378670077472323
