image_name,augmented,real_angle,radians
00001.jpg,False,136.0976,2.3753512240622348
00002.jpg,False,134.70697277486912,2.3510802003158284
00003.jpg,False,133.31634554973823,2.326809176569422
00004.jpg,False,131.92571832460732,2.302538152823015
00005.jpg,False,130.53509109947643,2.2782671290766086
00006.jpg,False,129.14446387434555,2.2539961053302022
00007.jpg,False,127.75383664921466,2.229725081583796
00008.jpg,False,126.36320942408378,2.2054540578373896
00009.jpg,False,124.97258219895288,2.181183034090983
00010.jpg,False,123.581954973822,2.1569120103445765
00011.jpg,False,122.1913277486911,2.1326409865981697
00012.jpg,False,120.80070052356021,2.1083699628517634
00013.jpg,False,119.41007329842932,2.084098939105357
00014.jpg,False,118.01944607329843,2.0598279153589507
00015.jpg,False,116.62881884816754,2.0355568916125444
00016.jpg,False,115.23819162303664,2.0112858678661376
00017.jpg,False,113.84756439790576,1.9870148441197313
00018.jpg,False,112.45693717277487,1.9627438203733247
00019.jpg,False,111.06630994764399,1.9384727966269184
00020.jpg,False,109.67568272251309,1.9142017728805119
00021.jpg,False,108.2850554973822,1.8899307491341055
00022.jpg,False,106.8944282722513,1.8656597253876988
00023.jpg,False,105.50380104712042,1.8413887016412924
00024.jpg,False,104.11317382198953,1.817117677894886
00025.jpg,False,102.72254659685865,1.7928466541484798
00026.jpg,False,101.33191937172775,1.768575630402073
00027.jpg,False,99.94129214659685,1.7443046066556664
00028.jpg,False,98.55066492146597,1.7200335829092601
00029.jpg,False,97.16003769633508,1.6957625591628538
00030.jpg,False,95.7694104712042,1.6714915354164472
00031.jpg,False,94.3787832460733,1.6472205116700407
00032.jpg,False,92.98815602094241,1.6229494879236344
00033.jpg,False,91.59752879581151,1.5986784641772276
00034.jpg,False,90.20690157068063,1.5744074404308213
00035.jpg,False,88.81627434554974,1.550136416684415
00036.jpg,False,87.42564712041886,1.5258653929380086
00037.jpg,False,86.03501989528796,1.501594369191602
00038.jpg,False,84.64439267015706,1.4773233454451953
00039.jpg,False,83.25376544502618,1.453052321698789
00040.jpg,False,81.86313821989529,1.4287812979523826
00041.jpg,False,80.4725109947644,1.4045102742059763
00042.jpg,False,79.08188376963352,1.3802392504595697
00043.jpg,False,77.69125654450262,1.3559682267131632
00044.jpg,False,76.30062931937172,1.3316972029667566
00045.jpg,False,74.91000209424084,1.3074261792203503
00046.jpg,False,73.51937486910995,1.2831551554739438
00047.jpg,False,72.12874764397907,1.2588841317275374
00048.jpg,False,70.73812041884817,1.2346131079811309
00049.jpg,False,69.34749319371728,1.2103420842347246
00050.jpg,False,67.95686596858638,1.1860710604883178
00051.jpg,False,66.5662387434555,1.1618000367419115
00052.jpg,False,65.17561151832462,1.1375290129955051
00053.jpg,False,63.784984293193716,1.1132579892490986
00054.jpg,False,62.39435706806283,1.088986965502692
00055.jpg,False,61.003729842931946,1.0647159417562857
00056.jpg,False,59.61310261780105,1.0404449180098791
00057.jpg,False,58.22247539267016,1.0161738942634728
00058.jpg,False,56.83184816753928,0.9919028705170664
00059.jpg,False,55.44122094240838,0.9676318467706597
00060.jpg,False,54.05059371727749,0.9433608230242534
00061.jpg,False,52.659966492146594,0.9190897992778467
00062.jpg,False,51.26933926701571,0.8948187755314404
00063.jpg,False,49.878712041884825,0.870547751785034
00064.jpg,False,48.488084816753926,0.8462767280386274
00065.jpg,False,47.09745759162304,0.822005704292221
00066.jpg,False,45.706830366492156,0.7977346805458146
00067.jpg,False,44.31620314136126,0.773463656799408
00068.jpg,False,42.92557591623037,0.7491926330530017
00069.jpg,False,41.53494869109949,0.7249216093065952
00070.jpg,False,40.14432146596859,0.7006505855601887
00071.jpg,False,38.7536942408377,0.6763795618137822
00072.jpg,False,37.363067015706804,0.6521085380673757
00073.jpg,False,35.97243979057592,0.6278375143209692
00074.jpg,False,34.581812565445034,0.6035664905745629
00075.jpg,False,33.191185340314135,0.5792954668281562
00076.jpg,False,31.80055811518325,0.5550244430817499
00077.jpg,False,30.409930890052365,0.5307534193353435
00078.jpg,False,29.019303664921466,0.5064823955889369
00079.jpg,False,27.62867643979058,0.4822113718425305
00080.jpg,False,26.238049214659696,0.45794034809612416
00081.jpg,False,24.847421989528797,0.4336693243497175
00082.jpg,False,23.456794764397912,0.4093983006033111
00083.jpg,False,22.066167539267028,0.3851272768569048
00084.jpg,False,20.67554031413613,0.3608562531104981
00085.jpg,False,19.284913089005244,0.3365852293640918
00086.jpg,False,17.894285863874344,0.31231420561768514
00087.jpg,False,16.50365863874346,0.28804318187127875
00088.jpg,False,15.113031413612575,0.2637721581248724
00089.jpg,False,13.722404188481676,0.2395011343784658
00090.jpg,False,12.33177696335079,0.2152301106320594
00091.jpg,False,10.941149738219906,0.19095908688565302
00092.jpg,False,9.550522513089007,0.16668806313924642
00093.jpg,False,8.159895287958122,0.14241703939284003
00094.jpg,False,6.769268062827223,0.11814601564643341
00095.jpg,False,5.378640837696338,0.09387499190002703
00096.jpg,False,3.988013612565453,0.06960396815362066
00097.jpg,False,2.597386387434568,0.04533294440721429
00098.jpg,False,1.2067591623036833,0.021061920660807913
00099.jpg,False,-0.18386806282723,-0.0032091030855989572
00100.jpg,False,-1.5744952879581149,-0.027480126832005333
00101.jpg,False,-2.9651225130889998,-0.0517511505784117
00102.jpg,False,-4.355749738219885,-0.07602217432481809
00103.jpg,False,-5.7463769633507695,-0.10029319807122446
00104.jpg,False,-7.137004188481683,-0.12456422181763133
00105.jpg,False,-8.527631413612568,-0.1488352455640377
00106.jpg,False,-9.918258638743453,-0.17310626931044407
00107.jpg,False,-11.308885863874337,-0.19737729305685045
00108.jpg,False,-12.699513089005222,-0.22164831680325683
00109.jpg,False,-14.090140314136107,-0.2459193405496632
00110.jpg,False,-15.48076753926702,-0.2701903642960701
00111.jpg,False,-16.871394764397905,-0.29446138804247646
00112.jpg,False,-18.26202198952879,-0.31873241178888284
00113.jpg,False,-19.652649214659675,-0.34300343553528917
00114.jpg,False,-21.04327643979056,-0.36727445928169555
00115.jpg,False,-22.433903664921445,-0.39154548302810194
00116.jpg,False,-23.82453089005236,-0.4158165067745088
00117.jpg,False,-25.215158115183243,-0.4400875305209152
00118.jpg,False,-26.605785340314128,-0.46435855426732153
00119.jpg,False,-27.996412565445013,-0.4886295780137279
00120.jpg,False,-29.387039790575898,-0.5129006017601343
00121.jpg,False,-30.77766701570681,-0.5371716255065412
00122.jpg,False,-32.168294240837696,-0.5614426492529475
00123.jpg,False,-33.55892146596858,-0.585713672999354
00124.jpg,False,-34.949548691099466,-0.6099846967457603
00125.jpg,False,-36.34017591623035,-0.6342557204921667
00126.jpg,False,-37.730803141361235,-0.658526744238573
00127.jpg,False,-39.12143036649215,-0.6827977679849799
00128.jpg,False,-40.512057591623034,-0.7070687917313863
00129.jpg,False,-41.90268481675392,-0.7313398154777927
00130.jpg,False,-43.2933120418848,-0.755610839224199
00131.jpg,False,-44.68393926701569,-0.7798818629706055
00132.jpg,False,-46.0745664921466,-0.8041528867170122
00133.jpg,False,-47.46519371727749,-0.8284239104634187
00134.jpg,False,-48.85582094240837,-0.852694934209825
00135.jpg,False,-50.246448167539256,-0.8769659579562314
00136.jpg,False,-51.63707539267014,-0.9012369817026378
00137.jpg,False,-53.027702617801026,-0.9255080054490441
00138.jpg,False,-54.41832984293194,-0.949779029195451
00139.jpg,False,-55.808957068062824,-0.9740500529418574
00140.jpg,False,-57.19958429319371,-0.9983210766882638
00141.jpg,False,-58.590211518324594,-1.02259210043467
00142.jpg,False,-59.98083874345548,-1.0468631241810766
00143.jpg,False,-61.37146596858639,-1.0711341479274834
00144.jpg,False,-62.76209319371728,-1.0954051716738897
00145.jpg,False,-64.15272041884816,-1.119676195420296
00146.jpg,False,-65.54334764397905,-1.1439472191667026
00147.jpg,False,-66.93397486910993,-1.168218242913109
00148.jpg,False,-68.32460209424082,-1.1924892666595153
00149.jpg,False,-69.71522931937173,-1.216760290405922
00150.jpg,False,-71.10585654450261,-1.2410313141523286
00151.jpg,False,-72.4964837696335,-1.265302337898735
00152.jpg,False,-73.88711099476438,-1.2895733616451412
00153.jpg,False,-75.27773821989527,-1.3138443853915476
00154.jpg,False,-76.66836544502615,-1.338115409137954
00155.jpg,False,-78.05899267015707,-1.362386432884361
00156.jpg,False,-79.44961989528795,-1.3866574566307672
00157.jpg,False,-80.84024712041884,-1.4109284803771736
00158.jpg,False,-82.23087434554972,-1.43519950412358
00159.jpg,False,-83.6215015706806,-1.4594705278699864
00160.jpg,False,-85.01212879581152,-1.4837415516163932
00161.jpg,False,-86.4027560209424,-1.5080125753627995
00162.jpg,False,-87.79338324607329,-1.532283599109206
00163.jpg,False,-89.18401047120418,-1.5565546228556124
00164.jpg,False,-90.57463769633506,-1.5808256466020187
00165.jpg,False,-91.96526492146594,-1.605096670348425
00166.jpg,False,-93.35589214659686,-1.629367694094832
00167.jpg,False,-94.74651937172774,-1.6536387178412384
00168.jpg,False,-96.13714659685863,-1.6779097415876447
00169.jpg,False,-97.52777382198951,-1.702180765334051
00170.jpg,False,-98.9184010471204,-1.7264517890804574
00171.jpg,False,-100.30902827225131,-1.7507228128268644
00172.jpg,False,-101.6996554973822,-1.7749938365732707
00173.jpg,False,-103.09028272251308,-1.799264860319677
00174.jpg,False,-104.48090994764397,-1.8235358840660836
00175.jpg,False,-105.87153717277485,-1.84780690781249
00176.jpg,False,-107.26216439790574,-1.8720779315588962
00177.jpg,False,-108.65279162303665,-1.896348955305303
00178.jpg,False,-110.04341884816753,-1.9206199790517096
00179.jpg,False,-111.43404607329842,-1.9448910027981159
00180.jpg,False,-112.8246732984293,-1.9691620265445222
00181.jpg,False,-114.21530052356019,-1.9934330502909285
00182.jpg,False,-115.6059277486911,-2.0177040740373355
00183.jpg,False,-116.99655497382199,-2.041975097783742
00184.jpg,False,-118.38718219895287,-2.066246121530148
00185.jpg,False,-119.77780942408376,-2.0905171452765545
00186.jpg,False,-121.16843664921464,-2.114788169022961
00187.jpg,False,-122.55906387434555,-2.1390591927693676
00188.jpg,False,-123.94969109947641,-2.1633302165157735
00189.jpg,False,-125.34031832460732,-2.1876012402621807
00190.jpg,False,-126.73094554973818,-2.2118722640085866
00191.jpg,False,-128.1215727748691,-2.2361432877549934
00192.jpg,False,-129.5122,-2.2604143115014
